case_id,address,category,stratum,selected,bundle_sha256,n_legs,n_history,n_decoded,anchor_fallback,pair_E1,pair_E2,pair_E3,clean_E1,clean_E2,clean_E3,inverted,pair_agree,n_pairs,adjudicator,unanimous,overridden
case_205,H4JNn3CzReoqaiZgtWsB3PQJLDmyjV8AxeXoKuzs5G6f,standard,control_fail_both,False,4b02d05dc7c486529a5bdd77da2569631c128277e56be45b91c909b51726c326,52,120,12,False,no,no,no,0,0,0,3,3,3,no,True,False
case_206,7muomhBk1zZva1nu4gggB3uQ6boj9o1e3rXq9Q6DQq8h,standard,selected,True,555d7f641aafb8d47bc9f1b8c88f407fb65281f89f1510b9aa41476603fb8be6,87,120,12,False,yes,yes,yes,9,9,9,0,3,3,yes,True,False
case_207,HcYgKgSiV947513GrjQ5h8knbMCsHnzwnRZHUnQEyj6d,standard,selected,True,79d18a4f6432b89f29af091f07195e9e9cb88aa55f234c5a7185aa0232288656,57,120,12,False,no,no,no,0,0,0,1,3,3,no,True,False
case_208,CZ247GxiXcZxh8SaF7Go5k7AaZcLqbay8NHsEySWXQov,standard,control_fail_FG,False,a8d07c45a49c981a7be93ee25371fdb5c876289ef7591c234191475422ad1c60,105,120,12,False,yes,yes,yes,8,8,8,1,3,3,yes,True,False
case_209,HwoBtQT9K5zM6dibZxdP5iBxmBCHN3yRDnXqvw6dXNof,standard,control_fail_both,False,32f80262012aff700634a9d310be767dad86b0019760272dd6eb52325fcc61a2,79,120,12,False,yes,yes,yes,4,6,6,4,3,3,yes,True,False
case_210,4Kd5aPUTJC2rk9aJiUfG3gAsgQwZCRyq15YKwz7eqkbD,standard,control_fail_FG,False,db5f6c2919456fb5dc3845b3903b87266c2fdcc5cfc156ad171959dc5194a78b,93,120,12,False,yes,yes,yes,4,5,5,2,3,3,yes,True,False
case_211,7q15WZ4iSUDvqfs5Kdh9bfptkQhs6qKUyCUq6GY6PGxg,standard,selected,True,58277b0d76771b5fdcfae4c6e82038fff273576f5e59245583b031c4401d1c7f,99,120,12,False,yes,yes,yes,10,10,10,0,3,3,yes,True,False
case_212,sexdaHGyH9bgk6k69hFjxr7Jc2wexodLk2NCx3oP1ei,standard,selected,True,a52e938fd33f5bd8c371c910c797e4ce1401b2ef7d8bbb70bcd5710dbff1e219,102,120,12,False,yes,yes,yes,10,10,10,0,3,3,yes,True,False
case_213,6wpAo54SVYZFaocEiSjBSFkzrnduAA5gxDmwdK7g6K5g,standard,selected,True,6d5a90470fd687309f5588d17e86400338346059088ea8e52e2948179d6d217b,133,120,12,False,yes,yes,yes,8,8,8,0,3,3,yes,True,False
case_214,HmkAsREgMTwLxtznb4wzomNxRw7EgiRUvdKhtX1CwxjL,standard,control_fail_FG,False,d52eee6445c211beeb130e994e7263a5dbbca222eba10fc470303aa72c9fd0c8,126,120,12,False,yes,yes,yes,4,4,4,5,3,3,yes,True,False
case_215,3sLowLGsvTVTaCa7kq7h5fgdBnA2f2ZxyqqADCDzWqay,standard,selected,True,96890eefe87976a37e09c754ca389033fa943114101148af2bdfba7f857c0c85,213,120,12,False,yes,yes,yes,8,8,8,0,3,3,yes,True,False
case_216,CoBYjRwyykXMWDCZULNP85pgN7HJQsk9VUer8FxXg37P,standard,selected,True,73e39a1b8a40da76e16fd3234affeb8f268a56dd07c5cddcc6c33f77ce9d666f,207,120,12,False,yes,yes,yes,10,10,10,0,3,3,yes,True,False
case_217,FFxB18bP5bwFPLaQg7PVnamBcecjXybj1i35JqxSAUBv,standard,selected,True,b9b52760e34257640dc128a69f8ff2b6aeb0b5a497c6d32c73f5cfa695c513bc,80,120,12,False,yes,yes,yes,6,6,6,3,3,3,yes,True,False
case_218,5tsotCtehNwUo6Phy9D34qmoHuKMu7gMJdBLsLzApFM6,standard,selected,True,79a1cdc3379820d5f836c103a7017f11f4f228037d9608dc9e2047a45ea79661,178,120,12,False,yes,yes,yes,8,8,8,2,3,3,yes,True,False
case_219,GijFWw4oNyh9ko3FaZforNsi3jk6wDovARpkKahPD4o5,standard,selected,True,df3f656f47271f3a2598c150161957f98b8f083d8474819a8da13aca0f16360e,67,120,12,False,yes,yes,no,9,9,0,0,3,3,yes,False,False
case_220,FSSFn3JDeo68dyyzuzSCEYiymXwD82iXrPKG4nqdSfFE,standard,selected,True,d7cd3d5b76038fbff5aee01d93aac5f62c4e71b1f0f1d16eda9ade0efd977027,33,120,12,False,yes,yes,yes,10,10,10,0,3,3,yes,True,False
case_221,N1MBLLFYromWQ1qBiPdyW9HxwdbcHazQ6aF4gaLS4Bs,standard,control_fail_FG,False,abfa900a7a4716e0bb53534e9f3b05f50920621c1b658359ecff12381c438fea,158,120,12,False,yes,yes,yes,7,7,7,1,3,3,yes,True,False
case_222,4CQwwHb5jeYGQ2c58HKFUTiQXS4WQLBVMhKbSwJZ95Rz,standard,control_fail_FG,False,945febb061fc2d7677f416f02f1e850efa7eb14d5127af96a4f7dd33db618d96,83,120,12,False,yes,yes,yes,4,4,4,6,3,3,yes,True,False
case_223,FGDWvfBVwzN8rA2KRBqY37P53dx3CTE725n5MCKnWimN,standard,control_fail_SC,False,d452252e2bf6d207758b08a7abe7ffcbc08a682bd78268e6e54b28f675026336,62,120,12,False,yes,yes,yes,10,10,10,0,3,3,yes,True,False
case_224,E6q9uETeLq8kqJoAQqwHjkrKAzaJbn64GXwtf3Fd1Dtv,standard,selected,True,45d455e1e532dfb044114ca7b2c97d84e1c9a16744d0662bc0f9d3256059da2b,99,120,12,False,yes,yes,yes,10,10,10,0,3,3,yes,True,False
case_225,5KtyXDnvWshYggF69yij7pUv1KtD6SyFt4zoVDvuHmwM,standard,selected,True,a01577a0078443fd494a6058d2bab9aeb498f347e947ff60637b34875b1e52f8,223,120,12,False,yes,yes,yes,8,8,8,1,3,3,yes,True,False
case_226,1aDerPKk87xJHCAqTY5bGxF5Xet2MG476y4Zmq2WJ8Y,standard,control_fail_FG,False,c5956c1f68d46375257a44cd601d6532a7afc00284422c0cb80c80eddac2da34,103,120,12,False,yes,yes,yes,7,7,7,3,3,3,yes,True,False
case_227,GF8x6XiUohsgePge8cxdAk9fZbXAREZxwJcM6Nfhaeh5,standard,control_fail_FG,False,40f923ac0412ffa70f1a56837ef4bc43b0516e54da60ae11d02545d23a933bb1,110,120,12,False,yes,yes,yes,9,9,9,0,3,3,yes,True,False
case_228,undwZZbXFTXAizTeeNpmygJDa4pWopEr1UCDSWpyo4y,standard,selected,True,56a17e6957cf1f2b014c22f12eb1d6083ada2ea5bda5645e8182d14af1548802,155,120,12,False,yes,yes,yes,8,8,8,1,3,3,yes,True,False
case_229,DPwH9aWrYGSBqMiPNLMW4Hti1k1xgq64t781eycfLCp5,standard,selected,True,733b49f480d62dd4719659a599f0bd04e559d21e590504fff5327e09dfeaa2b4,118,120,12,False,yes,yes,yes,9,9,9,1,3,3,yes,True,False
case_230,SPBZaFZZfgeErEvwkBu4LJJiSrF3RKBzvgYrerRY8eC,standard,selected,True,eefd8dcc091aeadaf5b78d7548b1ff636901e6708cdb8d2c4e6369fddd8c9501,115,120,12,False,yes,yes,yes,9,9,9,1,3,3,yes,True,False
case_231,4JSJp3yuLRFwboNw2G5k2vJkonYvPB71SjRcJpvuRMJ3,standard,control_fail_both,False,04600323ebb40b501a8129acf5e43e2ae2dd6ec0fa2752dfdbda22703e2ca8f2,50,120,12,False,yes,yes,yes,7,7,7,3,3,3,yes,True,False
case_232,41pb1irvQZJQKmTf8mQzKQcM5PzroywZc7d3azPGphxQ,standard,selected,True,4e432265d04dda6fae7c1cb125fec644d0865b2ed7af5007747d9245301cf253,239,120,12,False,yes,yes,yes,8,8,8,2,3,3,yes,True,False
case_233,FVQoFYTP3B8z7pVrdBXjN85h2QVgNA37aWT6f1E6jzJU,standard,selected,True,2b31fdc5f880ac5e4b7592650d7a2d762d34668c8b167f4cc3f267bb4af282b5,69,120,12,False,yes,yes,no,10,10,0,0,3,3,no,False,True
case_234,Hw2V1qFbA5AVJaArb3t2vYPdmcBU9TsjEeVyxJHwFLfW,standard,selected,True,b02e6c27c556ea4b601125a6337ed36aa961cf371fdb7633fe82bc40681f8829,148,120,12,False,yes,yes,yes,10,10,10,0,3,3,yes,True,False
case_235,7v9MuLaDM7vwFfgUXoj8gPgEYaWAPsU9Uq89NMs4NYtQ,standard,selected,True,63565780535d7990eb8c52a91a9b20bd35ea28b24c1cad31b30e3076bd586a06,97,120,12,False,yes,yes,yes,6,6,6,4,3,3,yes,True,False
case_236,HJzopmmEpWb2tVsxcmQShEXA633KGQ269yJ2NYu7biLb,standard,selected,True,2b1e83bea2df59ba94b8e91e53307ad89bbdfe746d2ade41fff8f7249c487ad8,95,120,12,False,yes,yes,yes,9,9,9,0,3,3,yes,True,False
case_237,4f6jqvmCpGeApPFH5AJC1npxASw6ppjnJjp3zYG78jaT,standard,control_fail_both,False,ca5bd631a4d11388126d7f95d00d00fbb901a7a4f43a3f43c647b7e0bbf93211,59,120,12,False,yes,yes,yes,5,5,5,5,3,3,yes,True,False
case_238,299BXifekZ82ZGEUgkq7uLzeP6zqtRAccy41GBPyhhtq,standard,control_fail_both,False,6a096fc72af2eaa1b76b5ffc5eb6fc898caf0d9ab28d262c5e6ec0554ab886e3,93,120,12,False,yes,yes,yes,4,4,4,6,3,3,yes,True,False
case_239,C7y4i7Pcir9xmotVyUb3S9Mz1cnjmpxGKyGDj7vWnoza,standard,selected,True,3ec705cebdc7585e4eee16fca4ecb7229b6a68b334af827bec93eb11ce4ead15,141,120,12,False,yes,yes,yes,9,9,9,1,3,3,yes,True,False
case_240,4EsYuWFZAt1PfNJq8Jr7monip43gNqrQ7k2Kne1npqJx,standard,selected,True,4b1f79fc9069ca2c7d317c732dd7c74971af1c88d597c7144f7d4fb752589313,76,120,12,False,yes,yes,yes,9,9,9,0,3,3,yes,True,False
case_241,Phhrg6oXPVmShUJdz2tnsidrAgwpHpYKauuGKbPVjEV,standard,selected,True,777dcc07afcdfa65b4c6beb053d0c51d6eb0510b89ac1cb420012b5e48409793,70,120,12,False,yes,yes,yes,10,10,10,0,3,3,yes,True,False
case_242,FSNsDF2atKMSMvoHRbpgXTz8CobtvczVsxQMbr55Tiw1,multi_split,selected,True,61c73cba3acc645a527ba04b0e87e5bbdf69d777d38833d5343c04a88bdfdd02,116,120,12,False,yes,yes,no,10,10,0,0,3,3,no,False,True
case_243,CAmNcBJ82xr1tzXrwZ6tZKwEFs26TG8kT6dJeR1bxjW9,standard,selected,True,e1d64f7b67229f080ac3c543d4a397c4c54dc566b0d5327eb2a1092741cdeb59,77,120,12,False,yes,yes,yes,10,10,10,0,3,3,yes,True,False
case_244,GKCUHMsiadxpiFkEw4dFbEfrXJ7gUU4dc5dGRs1Eon5U,standard,selected,True,0af30e7d8ac9b07f4a80c17408c52af78e001b64c266f651e204d3861891c743,123,120,12,False,yes,yes,yes,9,8,9,0,2,3,yes,True,False
case_245,AbSSFc4bSytcu5kTUR9HpUJhM72TVRdFn3Q4zh2Avzm5,standard,selected,True,965b62bcae7b65510ca007fd84c0806f9563c5839dbc82f7cfdc550f4f10fa47,120,120,12,False,yes,yes,yes,8,8,8,0,3,3,yes,True,False
case_246,1eveYYxZ2mDiAnmCh3fnAbJwjgErzokRA1b6UrRybSM,standard,control_fail_FG,False,23b32c65314952def50ea58ac0e1e3feb061720819d0c91bcb5e7383d34d5195,100,120,12,False,yes,yes,ambiguous,3,3,0,6,3,3,ambiguous,False,True
case_247,47E7NG9r3rsAoBRmc9f6tSR7VE5UVLiz7D3KmjLiTdKn,standard,selected,True,64bbbdab6facab107b98896b6268941883053fa6110c990ef79b3ab6aa9cb1c8,127,120,12,False,yes,yes,yes,9,9,9,1,3,3,yes,True,False
case_248,goat3QHZGXQH4zYdCn4cnJpjZgTVTrp98Lt9fJ3jgwd,standard,selected,True,5b43d89b312ad7b32b3c66246588669a124e1041ea786cd26bd8d4dace2257da,48,120,12,False,yes,yes,no,8,8,6,0,1,3,no,False,True
case_249,5Qw1sRieunyYXDjrY5VjN2JHqqYxKARfjzrrSydEMzDX,standard,selected,True,888cd52767bd11af3ea7eecb9bb7acc72a381bf6b195f4408bd53c20ad52f778,140,120,12,False,yes,yes,yes,5,5,5,4,3,3,yes,True,False
case_250,sLUTMSPCwrQxdW6uJBQLBb9AdktraYZd7BXKWVfpvrK,standard,selected,True,f28474cbc8b12edebb13f6275367620a1fdce93aab40566e74f67b5203cfb024,133,120,12,False,yes,yes,yes,10,10,10,0,3,3,yes,True,False
case_251,MeskxyRYaBhYERcNP2zLVTqFVR43TMX4MihyH7AU4XN,standard,selected,True,826fc6599b9a3fb7f38862b30b60ba0b9ee54275969b99dbfd0aad875bd0b3ce,137,120,12,False,yes,yes,yes,10,10,10,0,3,3,yes,True,False
case_252,77shyvx7LWiejVuqZQont2pqdMR4EvofLmwaB3FAjpJC,standard,control_fail_SC,False,c5f16411eb5349011b584c19cf2d20624822e5374dd8cbfdaefb7e39f17f3227,53,120,12,False,yes,yes,yes,10,10,7,0,3,3,yes,True,False
case_253,rJRs9xoXjH8GBRMNhM4UBvMLEFDXZ3BZBurs3kw6TEf,standard,control_fail_both,False,02178263cb1e0b93135fd76f1ed488861dffd211683a8b77adb07f6e75b8a5cf,69,120,12,False,yes,yes,no,4,4,0,6,3,3,yes,False,False
case_254,2y9n5DZ5Eqz9PZ4guVJyFYUcPMoR177QxLhDBhWcSCfo,standard,control_fail_both,False,e2b74329000adc3ad7ed3d0fb2105e9f222525625f0dfabd1d6c487a5b9b5664,60,120,12,False,yes,yes,yes,7,7,7,3,3,3,yes,True,False
case_255,81A1q9jRudttukDSoUccjWXKSZxqn29gcJmLZSqMQCjQ,multi_split,selected,True,af144fcc07ff97f14ec2a50fe3820a32249f6f4674e1a0531d9d9b4ad4665721,133,120,12,False,yes,yes,no,10,10,0,0,3,3,no,False,True
case_256,HebCWRzLJ5p8vKahEMjFQvoZi8oap977agVLLswUodr8,standard,control_fail_both,False,ba85648342cad25c2f1a9a721bbacacdeb4cb503458fff22f26f9b0a4e5e4769,56,120,12,False,yes,yes,ambiguous,5,5,0,3,3,3,ambiguous,False,True
case_257,M8bN4uZWCQVqaQHzp32Lrm2zieGfp7PodVVfJntrWvJ,standard,selected,True,0b99c38b500fc69346f36dabd370ab69d77f4054ba9a2112b80d2ff9d6f4237e,90,120,12,False,yes,yes,yes,10,10,10,0,3,3,yes,True,False
case_258,MWRZZ7WwPojwHgEtWQFP4XNejkwQ5GyJuZR5BLGbSea,standard,control_fail_FG,False,d5cba842746cf5fd23c66d2e764fb3090e76ac41a717056aa18a64e2fd44eaf4,102,120,12,False,yes,yes,yes,7,7,6,2,3,3,yes,True,False
case_259,huyYVZMhMkqeRKQFxdq8dwinWgTNofb5W5kAN82fhQF,standard,selected,True,78038cbcc64c7fca3cde19462619aa861724f58041b6ed8a6e054a8d59c1f748,161,120,12,False,yes,yes,yes,9,9,9,1,3,3,yes,True,False
case_260,H3rUiKEFPnTM6CHCmJqKt4Nd1xeFATK9aUmU4sbD5za7,standard,control_fail_FG,False,b1123277d10a6ea50de53f80371276c23f7b40a051d7b51c1c7f75ced25defc6,70,120,12,False,yes,yes,yes,9,9,9,1,3,3,yes,True,False
case_261,3fZftz6m8d37X5pBhnF4rHhgrG5hW8rsCKgdhtuPBf6u,standard,selected,True,cecf91f61fe2b48d665f49dbd807108bf36c58c3126ee45a89b847ff43588504,202,120,12,False,yes,yes,yes,9,9,9,0,3,3,yes,True,False
case_262,STorreSu8X6yPLmiEScNHSGDinqV7j84hWjmvH9SPwk,standard,control_fail_FG,False,f902ff43534f5238fe0edf3027ac2a502725b0becf8c1b62150d43b46a41e200,148,120,12,False,yes,yes,yes,5,5,5,4,3,3,yes,True,False
case_263,GJvewfRjqTUPtx6WsBSUnaFbdgXwgXnWfpDyLm65T4YA,multi_split,control_fail_FG,False,3b09861f25fa12ec94ff44652e740a02d313574f98fc0a738ac2b8ba83149062,90,120,12,False,no,no,no,0,0,0,0,3,3,no,True,False
case_264,8spapTxhAr8qQ6LybVKkDZoBbqj11e66AiaYQeH7LEm6,standard,control_fail_both,False,bf62ca2d058c683a7b0a9d8dff0470ebaea2d76890fed7fb5dddbdb5e6569f8d,107,120,12,False,no,yes,no,0,2,0,5,3,3,no,False,False
case_265,CgcQSqi4Wmsg7jocVgSmKiZGoDwsq2mfJcC7wSd2yroR,standard,control_fail_FG,False,8d50f8c32fa0cb5af760e29381e0814f9b37764711eba5b5ec576687f89c1aa1,115,120,12,False,yes,yes,yes,9,8,8,1,2,3,yes,True,False
case_266,ApRp9W3HWMogxVfyzZojxKurbcSwYszq6JLVRd6vbqsK,standard,selected,True,9f18ceb473f77e3f3cebf07d7f58205e00bf464a6a6bb7d10883225f6b6d25b3,108,120,12,False,yes,yes,yes,8,8,8,1,3,3,yes,True,False
case_267,2x2rRMXzB7sG2rpEUJBJPRoo5cw2Kknh9GokXsi3GrQh,standard,control_fail_both,False,4054b0f7ac71c91d2cd971b469112cbd1f98b952ba40bc8816e566e8442a0d94,40,120,12,False,yes,yes,no,8,8,0,0,3,3,no,False,True
